# DERIVED shop checks -- ShopLineupParam ground truth, no hand classification.
# predicate: eventFlag_forStock > 0 AND sellQuantity >= 1 (flag flips ON PURCHASE).
#   unlimited rows (qty -1) are EXCLUDED: their flag is a bell-bearing stock UNLOCK,
#   not a purchase record -- watching it fires on hand-in, not on buying.
# region: row ids are shopBlock*100+slot and a BLOCK IS ONE MERCHANT, so a row inherits
#   its block's region. Empty region = unknown/ambiguous -> gen_data treats as DEFAULTED
#   (hub-quarantined, may not carry progression).
# names: FMG (WeaponName/ProtectorName/AccessoryName/GoodsName/GemName), incl. DLC.
# value: rune price. value==0 means the row is a TRADE/RETURN, not a purchase -- Enia's
#   remembrance shop (65 remembrance RETURNS + 51 trade OUTPUTS). The returns hand back a
#   UNIQUE item you already own: minting a location for one puts a SECOND copy of that
#   remembrance in the pool and breaks the singleton invariant. So gen_data keeps value==0
#   rows in the DETECT table (the trade outputs already have locations and need their shop
#   row rewritten) but never mints a NEW location from one.
# release_flag: eventFlag_forRelease -- the flag that makes the row EXIST in the menu.
#   0 = stocked from the moment you can reach the merchant. NONZERO = the row is NOT THERE
#   until some event fires (a bell bearing handed to the Twin Maidens, a boss killed, an
#   NPC quest advanced). 252 of 679 shop checks (37%) are gated this way -- including ALL 49
#   of Enia's block 1015. Reachability in AP is 'is the REGION open?', which is necessary but
#   NOT SUFFICIENT for these: the region can be open and the row still absent. So gen_data
#   bars them from carrying PROGRESSION (SHOP_RELEASE_GATED_APS). Same predicate as
#   DEFAULTED_REGION_APS: a check we cannot ASSERT is reachable may not be REQUIRED.
row_id	shop_block	equip_type	equip_id	item_name	stock_flag	sell_qty	value	region	region_source	release_flag
100338	1003	0	14050000	Ripple Blade	130380	1	3500	Liurnia of the Lakes (Seluvis's Rise)	block	0
100339	1003	0	31340000	Black Leather Shield	130390	1	2500	Liurnia of the Lakes (Seluvis's Rise)	block	0
100340	1003	3	8225	Weathered Map	69900	1	600	Liurnia of the Lakes (Seluvis's Rise)	block	0
100350	1003	3	6400	Rejection	130500	1	1500	Liurnia of the Lakes (Seluvis's Rise)	row	0
100351	1003	3	6420	Urgent Heal	130510	1	1000	Liurnia of the Lakes (Seluvis's Rise)	row	0
100352	1003	3	6421	Heal	130520	1	1500	Liurnia of the Lakes (Seluvis's Rise)	row	0
100353	1003	3	6440	Cure Poison	130530	1	1000	Liurnia of the Lakes (Seluvis's Rise)	row	0
100354	1003	3	6450	Flame Fortification	130540	1	3000	Liurnia of the Lakes (Seluvis's Rise)	row	0
100355	1003	3	6460	Magic Fortification	130550	1	3500	Liurnia of the Lakes (Seluvis's Rise)	row	0
100356	1003	3	6000	Catch Flame	130560	1	600	Liurnia of the Lakes (Seluvis's Rise)	row	0
100357	1003	3	6010	Flame Sling	130570	1	800	Liurnia of the Lakes (Seluvis's Rise)	row	0
100358	1003	3	6422	Great Heal	130580	1	9000	Liurnia of the Lakes (Seluvis's Rise)	row	1040529255
100359	1003	3	6470	Lightning Fortification	130590	1	7500	Liurnia of the Lakes (Seluvis's Rise)	row	1040529255
100360	1003	3	6700	Discus of Light	130600	1	11000	Liurnia of the Lakes (Seluvis's Rise)	row	1040549205
100361	1003	3	6740	Immutable Shield	130610	1	13000	Liurnia of the Lakes (Seluvis's Rise)	row	11009455
100362	1003	3	6001	O, Flame!	130620	1	6000	Liurnia of the Lakes (Seluvis's Rise)	block	11109874
100363	1003	3	6220	Surge, O Flame!	130630	1	5500	Liurnia of the Lakes (Seluvis's Rise)	block	11109874
100364	1003	3	6100	Giantsflame Take Thee	130640	1	13000	Liurnia of the Lakes (Seluvis's Rise)	block	11109875
100365	1003	3	6020	Flame, Fall Upon Them	130650	1	10000	Liurnia of the Lakes (Seluvis's Rise)	block	11109875
100366	1003	3	6210	Black Flame	130660	1	7500	Liurnia of the Lakes (Seluvis's Rise)	block	11109876
100367	1003	3	6250	Black Flame Blade	130670	1	6000	Liurnia of the Lakes (Seluvis's Rise)	block	11109876
100368	1003	3	6423	Lord's Heal	130680	1	8000	Liurnia of the Lakes (Seluvis's Rise)	block	11109877
100369	1003	3	6441	Lord's Aid	130690	1	2500	Liurnia of the Lakes (Seluvis's Rise)	block	11109877
100370	1003	3	6510	Assassin's Approach	130700	1	2000	Liurnia of the Lakes (Seluvis's Rise)	block	11109878
100371	1003	3	6530	Darkness	130710	1	3500	Liurnia of the Lakes (Seluvis's Rise)	block	11109878
100372	1003	3	6710	Radagon's Rings of Light	130720	1	7500	Liurnia of the Lakes (Seluvis's Rise)	block	11109881
100373	1003	3	6730	Law of Regression	130730	1	10000	Liurnia of the Lakes (Seluvis's Rise)	block	11109881
100374	1003	3	6900	Lightning Spear	130740	1	6000	Liurnia of the Lakes (Seluvis's Rise)	block	11109883
100375	1003	3	6930	Honed Bolt	130750	1	7000	Liurnia of the Lakes (Seluvis's Rise)	block	11109883
100376	1003	3	6960	Electrify Armament	130760	1	4000	Liurnia of the Lakes (Seluvis's Rise)	block	11109883
100377	1003	3	6940	Ancient Dragons' Lightning Spear	130770	1	8500	Liurnia of the Lakes (Seluvis's Rise)	block	11109884
100378	1003	3	6910	Ancient Dragons' Lightning Strike	130780	1	10000	Liurnia of the Lakes (Seluvis's Rise)	block	11109884
100400	1004	3	4390	Magic Glintblade	140000	1	3000	Limgrave (Waypoint Ruins)	row	0
100401	1004	3	4430	Carian Greatsword	140010	1	10000	Limgrave (Waypoint Ruins)	row	0
100402	1004	3	4020	Glintstone Cometshard	140020	1	12000	Limgrave (Waypoint Ruins)	block	1037469300
100403	1004	3	4050	Star Shower	140030	1	10000	Limgrave (Waypoint Ruins)	block	1037469300
100404	1004	3	4001	Great Glintstone Shard	140040	1	2000	Limgrave (Waypoint Ruins)	block	1037469316
100405	1004	3	4010	Swift Glintstone Shard	140050	1	600	Limgrave (Waypoint Ruins)	block	1037469316
100406	1004	3	4300	Glintblade Phalanx	140060	1	2500	Limgrave (Waypoint Ruins)	block	1037469301
100407	1004	3	4440	Carian Slicer	140070	1	1500	Limgrave (Waypoint Ruins)	block	1037469301
100425	1004	3	6430	Blessing's Boon	140250	1	4000	Limgrave (Waypoint Ruins)	row	0
100426	1004	3	6001	O, Flame!	140260	1	6000	Limgrave (Waypoint Ruins)	block	1037469305
100428	1004	3	6220	Surge, O Flame!	140280	1	5500	Limgrave (Waypoint Ruins)	block	1037469305
100429	1004	3	6100	Giantsflame Take Thee	140290	1	13000	Limgrave (Waypoint Ruins)	block	1037469306
100430	1004	3	6020	Flame, Fall Upon Them	140300	1	10000	Limgrave (Waypoint Ruins)	block	1037469306
100431	1004	3	6210	Black Flame	140310	1	7500	Limgrave (Waypoint Ruins)	block	1037469307
100432	1004	3	6250	Black Flame Blade	140320	1	6000	Limgrave (Waypoint Ruins)	block	1037469307
100433	1004	3	6423	Lord's Heal	140330	1	8000	Limgrave (Waypoint Ruins)	block	1037469308
100434	1004	3	6441	Lord's Aid	140340	1	2500	Limgrave (Waypoint Ruins)	block	1037469308
100435	1004	3	6510	Assassin's Approach	140350	1	2000	Limgrave (Waypoint Ruins)	block	1037469309
100436	1004	3	6530	Darkness	140360	1	3500	Limgrave (Waypoint Ruins)	block	1037469309
100437	1004	3	6710	Radagon's Rings of Light	140370	1	7500	Limgrave (Waypoint Ruins)	block	1037469312
100438	1004	3	6730	Law of Regression	140380	1	10000	Limgrave (Waypoint Ruins)	block	1037469312
100439	1004	3	6900	Lightning Spear	140390	1	6000	Limgrave (Waypoint Ruins)	block	1037469314
100440	1004	3	6930	Honed Bolt	140400	1	7000	Limgrave (Waypoint Ruins)	block	1037469314
100441	1004	3	6960	Electrify Armament	140410	1	4000	Limgrave (Waypoint Ruins)	block	1037469314
100442	1004	3	6940	Ancient Dragons' Lightning Spear	140420	1	8500	Limgrave (Waypoint Ruins)	block	1037469315
100443	1004	3	6910	Ancient Dragons' Lightning Strike	140430	1	10000	Limgrave (Waypoint Ruins)	block	1037469315
100500	1005	3	8702	Note: Flask of Wondrous Physick	69620	1	200	Limgrave	block	0
100501	1005	3	8500	Crafting Kit	60120	1	300	Limgrave	block	0
100502	1005	3	9300	Nomadic Warrior's Cookbook [1]	67000	1	500	Limgrave	row	0
100503	1005	3	9311	Nomadic Warrior's Cookbook [2]	67110	1	500	Limgrave	row	0
100504	1005	3	9361	Missionary's Cookbook [1]	67610	1	1000	Limgrave	row	0
100505	1005	3	150	Furlcalling Finger Remedy	150050	5	1000	Limgrave	block	0
100506	1005	3	9500	Cracked Pot	66030	3	300	Limgrave	block	0
100510	1005	0	24000000	Torch	150100	1	200	Limgrave	row	0
100511	1005	0	31230000	Large Leather Shield	150110	1	600	Limgrave	row	0
100513	1005	3	2040	Telescope	150130	1	500	Limgrave	row	0
100514	1005	3	8712	Note: Waypoint Ruins	69720	1	200	Limgrave	row	0
100515	1005	1	1100000	Chain Coif	150150	1	1000	Limgrave	row	0
100516	1005	1	1100100	Chain Armor	150160	1	1500	Limgrave	row	0
100517	1005	1	1100200	Gauntlets	150170	1	1000	Limgrave	row	0
100518	1005	1	1100300	Chain Leggings	150180	1	1000	Limgrave	row	0
100525	1005	3	9301	Nomadic Warrior's Cookbook [3]	67010	1	500	Limgrave	block	0
100539	1005	3	8707	Note: Flame Chariots	69670	1	300	Limgrave	row	0
100540	1005	3	9500	Cracked Pot	66060	1	600	Limgrave	block	0
100541	1005	3	1100	Pickled Turtle Neck	150410	3	800	Limgrave	row	0
100542	1005	0	2010000	Short Sword	150420	1	600	Limgrave	row	0
100543	1005	0	18000000	Halberd	150430	1	1200	Limgrave	row	0
100546	1005	1	1401000	Bandit Mask	150460	1	1500	Limgrave	row	0
100547	1005	3	10100	Smithing Stone [1]	150470	3	200	Limgrave	block	0
100550	1005	3	9383	Nomadic Warrior's Cookbook [5]	67830	1	1500	Limgrave	row	0
100551	1005	3	9328	Armorer's Cookbook [3]	67280	1	2000	Limgrave	row	0
100552	1005	3	15000	Sliver of Meat	150520	5	500	Limgrave	block	0
100553	1005	3	15010	Beast Liver	150530	5	500	Limgrave	row	0
100554	1005	3	15020	Lump of Flesh	150540	3	800	Limgrave	block	0
100561	1005	3	111	Festering Bloody Finger	150610	5	1000	Limgrave	block	0
100562	1005	3	20651	Trina's Lily	150620	3	1000	Limgrave	block	0
100563	1005	0	14020000	Hand Axe	150630	1	600	Limgrave	block	0
100564	1005	0	30090000	Riveted Wooden Shield	150640	1	600	Limgrave	row	0
100565	1005	0	31100000	Blue-Gold Kite Shield	150650	1	1000	Limgrave	row	0
100566	1005	0	50040000	St. Trina's Arrow	150660	10	160	Limgrave	block	0
100567	1005	3	10100	Smithing Stone [1]	150670	3	200	Limgrave	block	0
100568	1005	0	8530000	Hefty Scimitar	150680	1	2400	Limgrave	block	6953
100575	1005	3	9321	Armorer's Cookbook [2]	67210	1	600	Limgrave	row	0
100576	1005	3	8703	Note: Stonedigger Trolls	69630	1	400	Limgrave	block	0
100585	1005	3	8709	Note: Land Squirts	69690	1	200	Limgrave	row	0
100586	1005	0	11010000	Club	150860	1	600	Limgrave	row	0
100587	1005	0	2020000	Broadsword	150870	1	1800	Limgrave	row	0
100588	1005	0	30120000	Iron Roundshield	150880	1	900	Limgrave	row	0
100589	1005	0	40000000	Shortbow	150890	1	600	Limgrave	row	0
100592	1005	3	900	Neutralizing Boluses	150920	5	600	Limgrave	block	0
100593	1005	3	910	Stanching Boluses	150930	3	600	Limgrave	block	0
100594	1005	3	930	Stimulating Boluses	150940	2	1500	Limgrave	block	0
100595	1005	3	10100	Smithing Stone [1]	150950	3	200	Limgrave	block	0
100600	1006	3	8000	Stonesword Key	160000	1	2000	Weeping Peninsula	block	0
100602	1006	0	30070000	Red Thorn Roundshield	160130	1	600	Weeping Peninsula	row	0
100603	1006	0	31070000	Round Shield	160140	1	1000	Weeping Peninsula	block	0
100604	1006	2	1000	Crimson Amber Medallion	160160	1	1500	Weeping Peninsula	block	0
100605	1006	3	8708	Note: Demi-human Mobs	69680	1	500	Weeping Peninsula	row	0
100606	1006	3	9500	Cracked Pot	66070	1	600	Weeping Peninsula	block	0
100607	1006	0	3000000	Bastard Sword	160190	1	3000	Weeping Peninsula	row	0
100608	1006	0	43020000	Light Crossbow	160200	1	1500	Weeping Peninsula	row	0
100611	1006	0	51000000	Great Arrow	160230	8	300	Weeping Peninsula	block	0
100612	1006	0	53000000	Ballista Bolt	160240	8	300	Weeping Peninsula	block	0
100613	1006	1	40000	Iron Helmet	180500	1	1500	Weeping Peninsula	row	0
100614	1006	1	40100	Scale Armor	180510	1	2400	Weeping Peninsula	row	0
100615	1006	1	40200	Iron Gauntlets	180520	1	1500	Weeping Peninsula	row	0
100616	1006	1	40300	Leather Trousers	180530	1	1500	Weeping Peninsula	row	0
100617	1006	3	10100	Smithing Stone [1]	180540	3	200	Weeping Peninsula	block	0
100618	1006	3	10101	Smithing Stone [2]	180550	1	400	Weeping Peninsula	block	0
100625	1006	3	9322	Nomadic Warrior's Cookbook [11]	67220	1	1500	Weeping Peninsula	block	0
100626	1006	0	5000000	Estoc	160330	1	3000	Weeping Peninsula	block	0
100627	1006	0	31000000	Kite Shield	160340	1	1000	Weeping Peninsula	row	0
100628	1006	1	630000	Astrologer Hood	160410	1	1000	Weeping Peninsula	row	0
100629	1006	1	630100	Astrologer Robe	160420	1	1500	Weeping Peninsula	row	0
100630	1006	1	630200	Astrologer Gloves	160430	1	1000	Weeping Peninsula	row	0
100631	1006	1	630300	Astrologer Trousers	160440	1	1000	Weeping Peninsula	row	0
100632	1006	3	2070	Lantern	160450	1	1800	Weeping Peninsula	row	0
100633	1006	0	33130000	Astrologer's Staff	160460	1	800	Weeping Peninsula	row	0
100636	1006	3	10100	Smithing Stone [1]	160490	5	200	Weeping Peninsula	block	0
100637	1006	3	10101	Smithing Stone [2]	200250	3	400	Weeping Peninsula	block	0
100650	1006	3	8704	Note: Wandering Mausoleum	69640	1	600	Weeping Peninsula	row	0
100652	1006	3	8000	Stonesword Key	160520	3	2000	Weeping Peninsula	block	0
100654	1006	3	20691	Arteria Leaf	160540	5	1000	Weeping Peninsula	row	0
100656	1006	0	53000000	Ballista Bolt	160560	15	300	Weeping Peninsula	block	0
100657	1006	2	6070	Sacrificial Twig	160570	3	3000	Weeping Peninsula	block	0
100658	1006	3	2070	Lantern	160580	1	1800	Weeping Peninsula	row	0
100659	1006	3	10070	Lost Ashes of War	160590	1	3000	Weeping Peninsula	block	0
100660	1006	0	4040000	Zweihander	160600	1	3500	Weeping Peninsula	row	0
100663	1006	0	51000000	Great Arrow	160630	15	300	Weeping Peninsula	block	0
100664	1006	3	111	Festering Bloody Finger	160640	5	1000	Weeping Peninsula	block	0
100665	1006	3	10101	Smithing Stone [2]	160650	3	400	Weeping Peninsula	block	0
100666	1006	1	5370000	Steel Helm	160660	1	1000	Weeping Peninsula	block	6953
100667	1006	1	5370100	Steel Armor	160670	1	1500	Weeping Peninsula	block	6953
100668	1006	1	5370200	Steel Gauntlets	160680	1	1000	Weeping Peninsula	block	6953
100669	1006	1	5370300	Steel Greaves	160690	1	1000	Weeping Peninsula	block	6953
100675	1006	3	9422	Fevor's Cookbook [2]	68220	1	3500	Weeping Peninsula	row	0
100676	1006	3	20651	Trina's Lily	160760	3	1000	Weeping Peninsula	block	0
100678	1006	3	20740	Eye of Yelough	160780	1	1500	Weeping Peninsula	row	0
100680	1006	3	8000	Stonesword Key	160800	3	3000	Weeping Peninsula	block	0
100681	1006	3	10070	Lost Ashes of War	160810	1	4000	Weeping Peninsula	block	0
100682	1006	2	6070	Sacrificial Twig	160820	3	3000	Weeping Peninsula	block	0
100686	1006	3	8711	Note: Revenants	69710	1	800	Weeping Peninsula	row	0
100687	1006	3	8715	Note: Frenzied Flame Village	69750	1	800	Weeping Peninsula	row	0
100688	1006	3	203000	Fanged Imp Ashes	160880	1	2000	Weeping Peninsula	row	0
100689	1006	0	50040000	St. Trina's Arrow	160890	20	160	Weeping Peninsula	block	0
100691	1006	1	670000	Blue Cloth Cowl	160910	1	1000	Weeping Peninsula	block	0
100692	1006	1	670100	Blue Cloth Vest	160920	1	1500	Weeping Peninsula	block	0
100693	1006	1	670200	Warrior Gauntlets	160930	1	1000	Weeping Peninsula	block	0
100694	1006	1	670300	Warrior Greaves	160940	1	1000	Weeping Peninsula	block	0
100695	1006	3	111	Festering Bloody Finger	160950	8	1500	Weeping Peninsula	block	0
100696	1006	3	8224	Note: The Preceptor's Secret	69910	1	1200	Weeping Peninsula	row	0
100700	1007	3	9308	Nomadic Warrior's Cookbook [13]	67080	1	2000	Liurnia of the Lakes	block	0
100704	1007	0	40050000	Composite Bow	170040	1	3500	Liurnia of the Lakes	row	0
100705	1007	0	30110000	Rift Shield	170050	1	1800	Liurnia of the Lakes	row	0
