flag	table	lot	slot	category	item_id	num	goods_type	name
68870	map	2048380020	1	1	2009337	1	1	
68880	map	28000060	1	1	2009338	1	1	
68890	map	2048460020	1	1	2009339	1	1	
68900	map	2047440000	1	1	2009340	1	1	
68910	enemy	524095715	1	1	2009341	1	1	
68920	map	2049380050	1	1	2009342	1	1	
68930	map	21020030	1	1	2009343	1	1	
68940	map	2046380060	1	1	2009344	1	1	
68950	map	2047350010	1	1	2009345	1	1	
69740	map	35000070	1	1	8714	1	12	
69760	map	1038480040	1	1	8716	1	12	Note: The Lord of Frenzied Flame
400001	map	100010	1	1	8107	1	1	Rold Medallion
400010	map	100100	1	1	8100	1		
400020	map	100200	1	1	900	1	0	Neutralizing Boluses
400021	map	100210	1	1	8101	1		
400030	map	100300	1	1	111	5	0	Festering Bloody Finger
400031	map	100310	1	1	8154	1	1	
400032	map	100320	1	1	2160	1	0	
400033	map	100330	1	1	8155	1	1	
400036	map	100361	1	1	111	6	0	Festering Bloody Finger
400036	map	110301	1	1	111	6	0	Festering Bloody Finger
400037	map	100360	1	2	11060000	1		
400037	map	110300	1	2	11060000	1		
400040	map	100400	1	1	125	1		
400040	map	110400	1	1	125	1		
400041	map	100410	1	1	9510	1	11	Perfume Bottle
400041	map	110401	1	1	9510	1	11	Perfume Bottle
400042	map	100420	1	1	2030	1	0	Glowstone
400049	map	110410	1	1	8920	1	1	
400050	map	100500	1	1	2050	1	0	Grace Mimic
400051	map	100510	1	1	8918	1	1	
400051	map	100520	1	1	10000	1	0	Glass Shard
400051	map	100530	1	1	1190	1	0	Silver-Pickled Fowl Foot
400051	map	110500	1	1	8918	1	1	
400051	map	110501	1	1	10000	1	0	Glass Shard
400051	map	110502	1	1	1190	1	0	Silver-Pickled Fowl Foot
400060	map	100600	1	4	6070	1		
400061	map	100610	1	1	1240	1	1	Shabriri Grape
400061	map	100611	1	6	5000	1	5	Rancorcall
400061	map	100612	1	1	1235	5	0	Raw Meat Dumpling
400061	map	110620	1	1	1240	1	1	Shabriri Grape
400069	map	110600	1	6	5000	1	5	Rancorcall
400069	map	110610	1	6	5000	1	5	Rancorcall
400069	map	110621	1	6	5000	1	5	Rancorcall
400070	map	100700	1	1	8128	1	1	Tonic of Forgetfulness
400070	map	100726	1	1	8128	1	1	Tonic of Forgetfulness
400071	map	100710	1	3	960000	1		
400071	map	100711	1	3	960100	1		
400071	map	100712	1	3	960300	1		
400072	map	100720	1	1	8134	1	1	Drawing-Room Key
400072	map	100725	1	1	8134	1	1	Drawing-Room Key
400073	map	100730	1	1	8127	1	12	Letter from Volcano Manor
400074	map	100740	1	1	8132	1	12	
400075	map	100750	1	1	8133	1	12	Red Letter
400076	map	100760	1	1	4800	1	5	Magma Shot
400077	map	100770	1	2	9080000	1		Serpentbone Blade
400078	map	100780	1	4	5030	1	5	
400079	map	100790	1	1	7520	1	16	Aspects of the Crucible: Breath
400080	map	100800	1	1	8131	1	1	
400080	map	110800	1	1	8131	1	1	
400080	map	110811	1	1	8131	1	1	
400081	map	100810	1	1	8130	1	1	
400089	map	100890	1	2	34090000	1		Frenzied Flame Seal
400089	map	100891	1	1	3311	5	0	Frenzyflame Stone
400089	map	110810	1	1	3311	3	0	Frenzyflame Stone
400090	map	100900	1	1	8137	1	12	
400091	map	100910	1	1	8221	1	12	
400091	map	100911	1	4	6060	1	18	Flame, Protect Me
400091	map	110910	1	4	6060	1	18	Flame, Protect Me
400100	map	101000	1	1	8144	1	1	
400101	map	101010	1	2	1070000	1		Glintstone Kris
400102	map	101020	1	1	8169	1	1	
400103	map	101030	1	1	1290	1	0	Starlight Shards
400104	map	101040	1	1	4200	1	5	Comet Azur
400105	map	101050	1	1	4220	1	5	Stars of Ruin
400106	map	101060	1	1	8913	1	1	
400106	map	111000	1	1	8913	1	1	
400107	map	101061	1	3	834000	1		
400107	map	101070	1	3	834000	1		
400107	map	111001	1	3	834000	1		
400108	map	111080	1	1	2030	1	0	Glowstone
400109	map	111090	1	1	2030	1	0	Glowstone
400120	map	101200	1	1	2030	1	0	Glowstone
400120	map	101201	1	1	2030	1	0	Glowstone
400121	map	101210	1	1	2030	1	0	Glowstone
400130	map	101300	1	1	8176	1	1	Haligtree Secret Medallion (Right)
400130	map	111300	1	1	8176	1	1	Haligtree Secret Medallion (Right)
400140	map	101400	1	1	8164	1	1	
400141	map	101410	1	4	2000	1		
400142	map	101420	1	1	8165	1	1	
400143	map	101430	1	1	8143	1	1	
400144	map	101440	1	1	2030	1	0	Glowstone
400145	map	101450	1	1	8166	1	1	
400148	map	101480	1	1	8911	1	1	
400148	map	101481	1	3	910000	1		
400148	map	101482	1	3	910100	1		
400148	map	101483	1	3	910200	1		
400148	map	101484	1	3	910300	1		
400149	map	101490	1	1	8910	1	1	
400149	map	101491	1	1	262000	1	8	Dolores the Sleeping Arrow Puppet
400149	map	101495	1	1	8910	1	1	
400149	map	101496	1	1	259000	1	8	
400150	map	101500	1	1	10161	1	14	Somber Smithing Stone [2]
400158	map	101580	1	2	4060000	1		Royal Greatsword
400158	map	101581	1	3	170100	1		
400158	map	101582	1	3	170200	1		
400158	map	101583	1	3	170300	1		
400158	map	111500	1	2	4060000	1		Royal Greatsword
400158	map	111501	1	3	170100	1		
400158	map	111502	1	3	170200	1		
400158	map	111503	1	3	170300	1		
400159	map	101590	1	1	8199	1	1	
400161	map	101610	1	1	10104	1	14	Smithing Stone [5]
400162	map	101621	1	2	10050000	1		
400163	map	101630	1	6	5030	1	5	
400163	map	111600	1	6	5030	1	5	
400164	map	101640	1	3	150000	1		
400164	map	101641	1	3	150100	1		
400164	map	101642	1	3	150200	1		
400164	map	101643	1	3	150300	1		
400164	map	111610	1	3	150000	1		
400164	map	111611	1	3	150100	1		
400164	map	111612	1	3	150200	1		
400164	map	111613	1	3	150300	1		
400170	map	101700	1	1	1210	1	0	Exalted Flesh
400171	map	101710	1	1	1210	3	0	Exalted Flesh
400172	map	101720	1	3	1120000	1		
400173	map	101730	1	1	8222	1	1	
400174	map	101740	1	4	1231	1		
400174	map	101741	1	1	8222	1	1	
400174	map	111710	1	4	1231	1		
400175	map	111700	1	4	1230	1		
400180	map	101800	1	1	8167	1	12	Letter to Patches
400181	map	101810	1	1	8168	1	1	
400181	map	111815	1	1	8168	1	1	
400182	map	101820	1	2	20030000	1		Magma Whip Candlestick
400183	map	101830	1	1	2900	2	0	Golden Rune [1]
400184	map	101840	1	2	16010007	1		
400184	map	101841	1	3	1400100	1		
400184	map	101842	1	3	1400200	1		
400184	map	101843	1	3	1400300	1		
400189	map	111800	1	1	8912	1	1	
400189	map	111801	1	2	16010007	1		
400189	map	111802	1	3	1400100	1		
400189	map	111803	1	3	1400200	1		
400189	map	111804	1	3	1400300	1		
400189	map	111810	1	1	8912	1	1	
400189	map	111811	1	2	16010007	1		
400189	map	111812	1	3	1400100	1		
400189	map	111813	1	3	1400200	1		
400189	map	111814	1	3	1400300	1		
400190	map	101900	1	1	236000	1	7	
400191	map	101910	1	1	10010	1	14	Golden Seed
400209	map	111900	1	1	2030	1	0	Glowstone
400209	map	112000	1	1	8917	1	1	
400209	map	112001	1	1	15090	12	2	Turtle Neck Meat
400210	map	102100	1	1	8590	1	1	Whetstone Knife
400220	map	112200	1	1	10010	1	14	Golden Seed
400221	map	102200	1	2	1150000	1		Erdsteel Dagger
400230	map	102310	1	1	10140	1	14	Ancient Dragon Smithing Stone
400230	map	112301	1	1	10140	1	14	Ancient Dragon Smithing Stone
400231	map	102311	1	1	6830	1	16	
400232	map	102312	1	2	12150000	1		Beastclaw Greathammer
400233	map	102313	1	1	6810	1	16	Stone of Gurranq
400234	map	102314	1	1	6820	1	16	Beast Claw
400235	map	102300	1	5	65200	1		
400236	map	102301	1	1	6840	1	18	Bestial Vitality
400237	map	102302	1	1	6800	1	16	Bestial Sling
400238	map	102303	1	2	34040000	1		Clawmark Seal
400239	map	102304	1	1	8979	1	1	Beast Eye
400239	map	112300	1	1	8979	1	1	Beast Eye
400240	map	102400	1	1	8940	1	1	
400241	map	102401	1	3	1301000	1		
400260	map	102600	1	1	2030	1	0	Glowstone
400271	map	102710	1	1	20760	10	2	Mushroom
400280	map	102800	1	1	8175	1	1	Haligtree Secret Medallion (Left)
400281	map	102810	1	1	8178	1		
400281	map	102860	1	2	11110000	1		Scepter of the All-Knowing
400282	map	102820	1	1	6260	1	18	
400282	map	102861	1	3	590000	1		
400283	map	102830	1	1	6490	1	18	
400283	map	102862	1	3	590100	1		
400284	map	102863	1	3	590200	1		
400285	map	102850	1	1	6760	1	18	Law of Causality
400285	map	102864	1	3	590300	1		
400290	map	102900	1	1	8173	1	12	Letter to Bernahl
400291	map	102910	1	1	4810	1	5	
400292	map	102920	1	1	2080	1	0	Blasphemous Claw
400293	map	102921	1	2	12200000	1		
400293	map	112901	1	2	12200000	1		
400294	map	102922	1	3	720000	1		
400294	map	102923	1	3	721100	1		
400294	map	102924	1	3	720200	1		
400294	map	102925	1	3	720300	1		
400294	map	102930	1	3	720000	1		
400294	map	102931	1	3	721100	1		
400294	map	102932	1	3	720200	1		
400294	map	102933	1	3	720300	1		
400294	map	112902	1	3	720000	1		
400294	map	112903	1	3	721100	1		
400294	map	112904	1	3	720200	1		
400294	map	112905	1	3	720300	1		
400295	map	102926	1	1	4810	1	5	
400299	map	112900	1	1	8916	1	1	
400300	map	103000	1	1	8136	1	1	
400300	map	113000	1	1	8136	1	1	
400308	map	103020	1	1	8193	1	1	Seedbed Curse
400308	map	113010	1	1	8193	1	1	Seedbed Curse
400309	map	103010	1	6	5040	1	16	Death Lightning
400309	map	103011	1	3	891000	1		
400309	map	103021	1	1	8942	1	1	
400309	map	103022	1	6	5040	1	16	Death Lightning
400309	map	103023	1	3	891000	1		
400309	map	113001	1	1	8942	1	1	
400309	map	113002	1	6	5040	1	16	Death Lightning
400309	map	113003	1	3	891000	1		
400309	map	113011	1	1	8942	1	1	
400309	map	113012	1	6	5040	1	16	Death Lightning
400309	map	113013	1	3	891000	1		
400310	map	103100	1	1	8976	1	1	
400311	map	103110	1	1	8978	1	12	
400312	map	103120	1	4	3050	1	0	Glintstone Scrap
400312	map	103121	1	1	8944	1	1	
400312	map	113120	1	4	3050	1	0	Glintstone Scrap
400312	map	113121	1	1	8944	1	1	
400320	map	103200	1	4	1070	1	0	
400321	map	103210	1	1	8196	1	1	Unalloyed Gold Needle
400321	map	113210	1	1	8196	1	1	Unalloyed Gold Needle
400323	map	103220	1	4	1250	1		
400323	map	113200	1	4	1250	1		
400324	map	103240	1	1	2190	1	0	
400325	map	103241	1	1	10168	1	14	Somber Ancient Dragon Smithing Stone
400331	map	103310	1	1	8980	1	1	
400332	map	103320	1	4	6070	1		
400333	map	103330	1	1	3361	1	0	
400334	map	103340	1	1	8190	1	12	
400339	map	113300	1	3	1940000	1		
400339	map	113301	1	3	1940100	1		
400348	map	103410	1	2	2090000	1		Inseparable Sword
400348	map	103411	1	3	600000	1		
400348	map	103412	1	3	600100	1		
400348	map	103413	1	3	600200	1		
400348	map	103414	1	3	600300	1		
400348	map	113410	1	2	2090000	1		Inseparable Sword
400348	map	113411	1	3	600000	1		
400348	map	113412	1	3	600100	1		
400348	map	113413	1	3	600200	1		
400348	map	113414	1	3	600300	1		
400348	map	113420	1	2	2090000	1		Inseparable Sword
400348	map	113421	1	3	600000	1		
400348	map	113422	1	3	600100	1		
400348	map	113423	1	3	600200	1		
400348	map	113424	1	3	600300	1		
400349	map	103400	1	1	8915	1	1	
400349	map	103401	1	3	600000	1		
400349	map	103402	1	3	600100	1		
400349	map	103403	1	3	600200	1		
400349	map	103404	1	3	600300	1		
400349	map	113400	1	1	8915	1	1	
400349	map	113401	1	3	600000	1		
400349	map	113402	1	3	600100	1		
400349	map	113403	1	3	600200	1		
400349	map	113404	1	3	600300	1		
400356	map	103582	1	1	8223	1	12	
400357	map	103510	1	1	8172	1	1	Black Knifeprint
400357	map	103581	1	1	8172	1	1	Black Knifeprint
400358	map	103500	1	6	5010	1	5	Explosive Ghostflame
400358	map	103580	1	6	5010	1	5	Explosive Ghostflame
400359	map	103590	1	1	8941	1	1	
400359	map	103591	1	3	130000	1		
400359	map	103592	1	3	130100	1		
400359	map	103593	1	3	130200	1		
400359	map	103594	1	3	130300	1		
400360	map	103600	1	1	8919	1	1	
400360	map	113600	1	1	8919	1	1	
400361	map	103601	1	2	33200000	1		Academy Glintstone Staff
400361	map	113601	1	2	33200000	1		Academy Glintstone Staff
400362	map	103602	1	1	4630	1	17	
400370	map	103700	1	1	8943	1	1	
400370	map	103701	1	2	13010000	1		Flail
400370	map	103702	1	3	620100	1		
400370	map	113700	1	1	8943	1	1	
400370	map	113701	1	2	13010000	1		Flail
400370	map	113702	1	3	620100	1		
400380	map	103800	1	1	8197	1	1	
400381	map	103824	1	2	3160000	1		Sword of Milos
400381	map	113800	1	2	3160000	1		Sword of Milos
400381	map	113820	1	2	3160000	1		Sword of Milos
400382	map	103820	1	3	970000	1		
400382	map	103821	1	3	970100	1		
400382	map	103822	1	3	970200	1		
400382	map	103823	1	3	970300	1		
400382	map	113821	1	3	970000	1		
400382	map	113822	1	3	970100	1		
400382	map	113823	1	3	970200	1		
400382	map	113824	1	3	970300	1		
400390	map	103901	1	1	232000	1	7	Lone Wolf Ashes
400391	map	103910	1	1	8111	1	1	Carian Inverted Statue
400392	map	103920	1	1	8191	1	1	Cursemark of Death
400393	map	103930	1	2	3090000	1		Dark Moon Greatsword
400394	map	103940	1	1	8146	1	1	Miniature Ranni
400395	map	103950	1	1	8159	1	1	Fingerslayer Blade
400400	map	104000	1	1	10140	1	14	Ancient Dragon Smithing Stone
400401	map	104010	1	3	940000	1		
400401	map	104011	1	3	940100	1		
400401	map	104012	1	3	940200	1		
400401	map	104013	1	3	940300	1		
400401	map	114000	1	3	940000	1		
400401	map	114001	1	3	940100	1		
400401	map	114002	1	3	940200	1		
400401	map	114003	1	3	940300	1		
400410	map	104100	1	1	204000	1	8	Latenna the Albinauric
400411	map	104110	1	1	10168	1	14	Somber Ancient Dragon Smithing Stone
400412	map	104120	1	3	240000	1	7	Wandering Noble Ashes
400412	map	104121	1	3	240100	1		
400412	map	104122	1	3	240200	1		
400412	map	104123	1	3	240300	1		
400412	map	114100	1	3	240000	1	7	Wandering Noble Ashes
400412	map	114101	1	3	240100	1		
400412	map	114102	1	3	240200	1		
400412	map	114103	1	3	240300	1		
400420	map	104200	1	4	1030	1		
400421	map	114210	1	2	14140000	1		Stormhawk Axe
400421	map	114211	1	2	14140000	1		Stormhawk Axe
400422	map	104220	1	1	10140	1	14	Ancient Dragon Smithing Stone
400430	map	104300	1	1	4220	1	5	Stars of Ruin
400431	map	114310	1	3	580000	1		
400431	map	114311	1	3	580100	1		
400431	map	114312	1	3	580200	1		
400431	map	114313	1	3	580300	1		
400440	map	104400	1	1	4200	1	5	Comet Azur
400441	map	114410	1	3	581000	1		
400441	map	114411	1	3	581100	1		
400441	map	114412	1	3	581200	1		
400451	map	104500	1	2	20050000	1		
400451	map	104501	1	3	651000	1		
400451	map	104510	1	2	20050000	1		
400451	map	104511	1	3	651000	1		
400451	map	114500	1	2	20050000	1		
400451	map	114501	1	3	651000	1		
400452	map	104502	1	1	2913	1	0	
400452	map	104512	1	1	2913	1	0	
400460	map	104600	1	4	2210	1		
400460	map	114600	1	1	15410	1	2	Living Jar Shard
400470	map	104700	1	4	1032	1		
400480	map	104800	1	4	2081	1		
400490	map	104900	1	3	690000	1		
400490	map	104901	1	3	690100	1		
400490	map	104902	1	3	690200	1		
400490	map	104903	1	3	690300	1		
400500	map	105000	1	3	1040100	1		
