# AUTO-GENERATED by tools/derive_sweep_anchor_coords.py -- DO NOT EDIT, re-emit.
# WEAK ANCHOR, NOT A MEASUREMENT. Each row says: this check is a MEMBER of the
# sweep triggered by <trigger_defeat_flag>, and that boss is fought at <x,y,z>.
# A member sits BEHIND its trigger, not AT it (boss_sweeps scopes members by
# class, and #445 records triggers outside their members' region). Present it as
# an AREA, never with the wording used for an item_grace_coords position.
# Positions are MAP-LOCAL, the same space as item_grace_coords.
#
# EMITTED 624.
# REFUSED 0 AMBIGUOUS SWEEP
# REFUSED 43 NO ARENA:
#    7770786 (trigger 12030390)
#    7771303 (trigger 12030390)
#    7771306 (trigger 12030390)
#    7771307 (trigger 12030390)
#    7900026 (trigger 12030390)
#    7773972 (trigger 30130810)
#    7773974 (trigger 30130810)
#    7772321 (trigger 34110800)
#    7770735 (trigger 1036450800)
#    7770751 (trigger 1036450800)
#    7770736 (trigger 1036480800)
#    7770739 (trigger 1036480800)
#    7772551 (trigger 1036480800)
#    7770619 (trigger 1037420800)
#    7774197 (trigger 1037420800)
#    7774218 (trigger 1037420800)
#    7770746 (trigger 1039430800)
#    7772674 (trigger 1039430800)
#    7774224 (trigger 1039430800)
#    7770757 (trigger 1039510800)
#    7772742 (trigger 1039510800)
#    7772802 (trigger 1041330800)
#    7770036 (trigger 1044530800)
#    7770763 (trigger 1044530800)
#    7772899 (trigger 1044530800)
#    7772944 (trigger 1044530800)
#    7774359 (trigger 1044530800)
#    7774518 (trigger 1252520800)
#    7774519 (trigger 1252520800)
#    7900275 (trigger 1252520800)
#    7773742 (trigger 2049440800)
#    7773756 (trigger 2049440800)
#    7773767 (trigger 2049440800)
#    7773900 (trigger 2049440800)
#    7773583 (trigger 2050430800)
#    7773628 (trigger 2050430800)
#    7773950 (trigger 2050480810)
#    7773958 (trigger 2050480810)
#    7773577 (trigger 2050480811)
#    7773954 (trigger 2050480811)
#    ... 3 more
# REFUSED 0 ARENA AT ORIGIN
# REFUSED 3437 ALREADY POSITIONED:
#    7770041
#    7770047
#    7770811
#    7770813
#    7770815
#    7770817
#    7770819
#    7770821
#    7770823
#    7770825
#    7770827
#    7770829
#    7770831
#    7770833
#    7770835
#    7770837
#    7770839
#    7770841
#    7770845
#    7770847
#    7770849
#    7770851
#    7770853
#    7770855
#    7770857
#    7770860
#    7770863
#    7770865
#    7770867
#    7770869
#    7770871
#    7770873
#    7770875
#    7770877
#    7770879
#    7770881
#    7770883
#    7770885
#    7770887
#    7770889
#    ... 3397 more
ap_location_id	check_flag	trigger_defeat_flag	boss_map	local_x	local_y	local_z	anchor
7770744	540238	1033430800	m60_33_43_00	43.42	291.36	28.77	sweep_arena
7770745	540250	1035500800	m60_35_50_00	-31.85	430.95	100.61	sweep_arena
7770747	540254	1038480800	m60_38_48_00	-30.17	404.2	-102.92	sweep_arena
7770748	540256	1036500800	m60_36_50_00	121.09	379.63	10.94	sweep_arena
7770749	540258	1039440800	m60_39_44_00	-81.59	294.79	-41.36	sweep_arena
7770750	540260	1034420800	m60_34_42_00	101.58	397.27	-42.53	sweep_arena
7770752	540264	1033450800	m60_33_45_00	-52.3	245.05	-29.6	sweep_arena
7770753	540272	14000850	m14_00_00_00	151.24	110.57	-222.99	sweep_arena
7770754	540290	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7770755	540300	1037510800	m60_37_51_00	98.54	703.67	29.05	sweep_arena
7770756	540302	1038510800	m60_38_51_00	-32.46	770.8	0.54	sweep_arena
7770758	540306	1040520800	m60_40_52_00	51.64	884.14	7.32	sweep_arena
7770759	540308	1041530800	m60_41_53_00	-77.48	785.14	29.23	sweep_arena
7770760	540310	1039500800	m60_39_50_00	-45.62	709.65	-86.07	sweep_arena
7770761	540312	1041530800	m60_41_53_00	-77.48	785.14	29.23	sweep_arena
7770762	540314	1041500800	m60_41_50_00	42.84	834.24	109.24	sweep_arena
7770764	540318	1043530800	m60_44_53_00	-23.58	1025.94	75.99	sweep_arena
7770765	540320	1040530800	m60_40_53_00	-92.85	802.27	71.05	sweep_arena
7770766	540332	1037530800	m60_37_53_00	52.79	903.67	-88.34	sweep_arena
7770767	540334	1036540800	m60_36_54_00	100.63	1052.16	-41.76	sweep_arena
7770768	540370	11000850	m11_00_00_00	-131.56	31.01	-386.36	sweep_arena
7770769	540372	11000800	m11_00_00_00	67.41	79.0	-455.18	sweep_arena
7770770	540400	1047400800	m60_47_40_00	-102.34	126.24	102.54	sweep_arena
7770771	540402	1049380800	m60_49_38_00	-25.22	65.88	50.57	sweep_arena
7770772	540406	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7770773	540410	1048400800	m60_48_40_00	-118.79	138.42	-91.28	sweep_arena
7770774	540412	1048410800	m60_48_41_00	-86.98	225.66	-70.16	sweep_arena
7770775	540422	1048400800	m60_48_40_00	-118.79	138.42	-91.28	sweep_arena
7770776	540590	16000800	m16_00_00_00	93.69	-438.87	-118.41	sweep_arena
7770777	540592	16000850	m16_00_00_00	62.32	7.82	-211.48	sweep_arena
7770778	540600	12040800	m12_04_00_00	-100.0	-106.23	-125.0	sweep_arena
7770779	540602	12010850	m12_01_00_00	-224.54	-317.06	-306.44	sweep_arena
7770780	540610	12020800	m12_02_00_00	1213.21	-619.69	1934.45	sweep_arena
7770781	540630	12020830	m12_02_00_00	1240.1	-748.45	1738.16	sweep_arena
7770782	540642	12020850	m12_02_00_00	995.94	-617.5	1146.54	sweep_arena
7770783	540646	12020800	m12_02_00_00	1213.21	-619.69	1934.45	sweep_arena
7770784	540648	12020830	m12_02_00_00	1240.1	-748.45	1738.16	sweep_arena
7770785	540652	12080800	m12_08_00_00	1530.68	-1735.68	-1052.55	sweep_arena
7770787	540668	12030800	m12_03_00_00	-370.11	149.47	-203.44	sweep_arena
7770788	540670	12030850	m12_03_00_00	-448.77	149.34	-273.11	sweep_arena
7770789	540680	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7770790	540682	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7770791	540684	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7770792	540686	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7770793	540772	13000830	m13_00_00_00	14.45	1009.59	329.5	sweep_arena
7770794	550050	30000800	m30_00_00_00	2.62	46.74	65.56	sweep_arena
7770795	580000	1043370800	m60_43_37_00	72.46	90.96	-94.7	sweep_arena
7770796	580010	1037460800	m60_37_46_00	-48.34	398.31	9.79	sweep_arena
7770798	580040	10000850	m10_00_00_00	-16.94	-2.75	-17.6	sweep_arena
7770799	580050	11000850	m11_00_00_00	-131.56	31.01	-386.36	sweep_arena
7770800	580120	21000850	m15_00_00_00	-25.87	51.95	477.41	sweep_arena
7770820	10007085	10000850	m10_00_00_00	-16.94	-2.75	-17.6	sweep_arena
7770832	10007195	10000850	m10_00_00_00	-16.94	-2.75	-17.6	sweep_arena
7770843	10007295	10000800	m10_00_00_00	-233.64	73.69	349.6	sweep_arena
7770948	11007185	11000850	m11_00_00_00	-131.56	31.01	-386.36	sweep_arena
7770950	11007195	11000850	m11_00_00_00	-131.56	31.01	-386.36	sweep_arena
7771022	11007985	11000850	m11_00_00_00	-131.56	31.01	-386.36	sweep_arena
7771023	11007987	11000800	m11_00_00_00	67.41	79.0	-455.18	sweep_arena
7771024	11007989	11000850	m11_00_00_00	-131.56	31.01	-386.36	sweep_arena
7771027	11007993	11000800	m11_00_00_00	67.41	79.0	-455.18	sweep_arena
7771031	11007998	11000800	m11_00_00_00	67.41	79.0	-455.18	sweep_arena
7771050	12017105	12010800	m12_01_00_00	-193.0	-224.5	59.76	sweep_arena
7771133	12017930	12010850	m12_01_00_00	-224.54	-317.06	-306.44	sweep_arena
7771137	12017965	12010850	m12_01_00_00	-224.54	-317.06	-306.44	sweep_arena
7771139	12017975	12010850	m12_01_00_00	-224.54	-317.06	-306.44	sweep_arena
7771141	12017985	12010850	m12_01_00_00	-224.54	-317.06	-306.44	sweep_arena
7771143	12017992	12010850	m12_01_00_00	-224.54	-317.06	-306.44	sweep_arena
7771144	12017995	12040800	m12_04_00_00	-100.0	-106.23	-125.0	sweep_arena
7771145	12017997	12010850	m12_01_00_00	-224.54	-317.06	-306.44	sweep_arena
7771187	12027435	12020850	m12_02_00_00	995.94	-617.5	1146.54	sweep_arena
7771189	12027445	12020830	m12_02_00_00	1240.1	-748.45	1738.16	sweep_arena
7771215	12027700	12020800	m12_02_00_00	1213.21	-619.69	1934.45	sweep_arena
7771243	12027985	12020830	m12_02_00_00	1240.1	-748.45	1738.16	sweep_arena
7771245	12027995	12020800	m12_02_00_00	1213.21	-619.69	1934.45	sweep_arena
7771301	12037800	12030800	m12_03_00_00	-370.11	149.47	-203.44	sweep_arena
7771302	12037810	12030850	m12_03_00_00	-448.77	149.34	-273.11	sweep_arena
7771304	12037830	12030800	m12_03_00_00	-370.11	149.47	-203.44	sweep_arena
7771305	12037840	12030850	m12_03_00_00	-448.77	149.34	-273.11	sweep_arena
7771308	12037960	12030800	m12_03_00_00	-370.11	149.47	-203.44	sweep_arena
7771309	12037990	12030850	m12_03_00_00	-448.77	149.34	-273.11	sweep_arena
7771328	12057200	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7771330	12057240	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7771331	12057250	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7771332	12057280	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7771342	12057400	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7771343	12057410	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7771344	12057510	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7771356	12057710	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7771358	12057950	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7771378	12077250	12080800	m12_08_00_00	1530.68	-1735.68	-1052.55	sweep_arena
7771400	12077510	12020850	m12_02_00_00	995.94	-617.5	1146.54	sweep_arena
7771487	13007991	13000830	m13_00_00_00	14.45	1009.59	329.5	sweep_arena
7771488	13007993	13000850	m13_00_00_00	-3.55	-52.2	406.52	sweep_arena
7771489	13007995	13000800	m13_00_00_00	197.21	-32.52	374.75	sweep_arena
7771491	14007005	14000850	m14_00_00_00	151.24	110.57	-222.99	sweep_arena
7771494	14007025	14000800	m14_00_00_00	70.4	-838.71	-23.42	sweep_arena
7771496	14007035	14000800	m14_00_00_00	70.4	-838.71	-23.42	sweep_arena
7771552	14007980	14000800	m14_00_00_00	70.4	-838.71	-23.42	sweep_arena
7771555	15001200	15000800	m15_00_00_00	-25.87	51.95	477.41	sweep_arena
7771556	15001250	15000850	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7771557	15001260	15000800	m15_00_00_00	-25.87	51.95	477.41	sweep_arena
7771558	15001270	15000850	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7771559	15001280	15000800	m15_00_00_00	-25.87	51.95	477.41	sweep_arena
7771560	15001290	15000850	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7771611	15007450	15000850	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7771715	16007690	16000800	m16_00_00_00	93.69	-438.87	-118.41	sweep_arena
7771719	16007940	16000850	m16_00_00_00	62.32	7.82	-211.48	sweep_arena
7771720	16007950	16000860	m16_00_00_00	229.67	-133.52	-251.97	sweep_arena
7771728	18007900	18000850	m18_00_00_00	-40.94	10.67	41.1	sweep_arena
7771812	20007900	20000800	m20_00_00_00	-43.02	118.48	336.61	sweep_arena
7771813	20007991	20000800	m20_00_00_00	-43.02	118.48	336.61	sweep_arena
7771814	20007993	20000800	m20_00_00_00	-43.02	118.48	336.61	sweep_arena
7771882	20017900	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7771883	20017981	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7771884	20017991	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7771929	21007991	21000850	m15_00_00_00	-25.87	51.95	477.41	sweep_arena
7771930	21007993	21000850	m15_00_00_00	-25.87	51.95	477.41	sweep_arena
7771931	21007995	21000850	m15_00_00_00	-25.87	51.95	477.41	sweep_arena
7771982	21017991	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7772010	22007900	22000800	m22_00_00_00	-70.1	-295.01	104.29	sweep_arena
7772058	30087970	30080800	m30_08_00_00	336.11	742.22	13.74	sweep_arena
7772059	30087980	30080800	m30_08_00_00	336.11	742.22	13.74	sweep_arena
7772060	30087990	30080800	m30_08_00_00	336.11	742.22	13.74	sweep_arena
7772076	30107100	30100800	m30_10_00_00	-101.57	761.46	340.47	sweep_arena
7772096	30177020	30170800	m30_17_00_00	-7.61	1451.72	-35.84	sweep_arena
7772171	31117300	31110800	m31_11_00_00	-145.79	126.94	135.72	sweep_arena
7772172	31117990	31110800	m31_11_00_00	-145.79	126.94	135.72	sweep_arena
7772276	32057900	32050800	m32_05_00_00	53.19	777.2	-37.9	sweep_arena
7772345	34147720	34140850	m34_14_00_00	572.7	-373.48	-321.0	sweep_arena
7772349	35007010	35000800	m35_00_00_00	74.54	-298.53	-80.61	sweep_arena
7772350	35007020	35000850	m35_00_00_00	-203.85	-153.85	-306.87	sweep_arena
7772357	35007100	35000800	m35_00_00_00	74.54	-298.53	-80.61	sweep_arena
7772391	35007500	35000800	m35_00_00_00	74.54	-298.53	-80.61	sweep_arena
7772398	35007580	35000850	m35_00_00_00	-203.85	-153.85	-306.87	sweep_arena
7772411	35007770	35000800	m35_00_00_00	74.54	-298.53	-80.61	sweep_arena
7772418	35007970	35000850	m35_00_00_00	-203.85	-153.85	-306.87	sweep_arena
7772419	35007980	35000800	m35_00_00_00	74.54	-298.53	-80.61	sweep_arena
7772420	35007990	35000850	m35_00_00_00	-203.85	-153.85	-306.87	sweep_arena
7772422	35007995	35000850	m35_00_00_00	-203.85	-153.85	-306.87	sweep_arena
7772424	39207500	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7772451	42007000	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7772452	42027000	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7772453	42037000	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7772465	43017900	43010800	m43_01_00_00	37.56	94.02	4.2	sweep_arena
7772487	1034437200	1035420800	m60_35_42_00	-38.61	269.17	-17.9	sweep_arena
7772509	1034477300	1034480800	m60_34_48_00	46.25	252.21	77.03	sweep_arena
7772510	1034477310	1034480800	m60_34_48_00	46.25	252.21	77.03	sweep_arena
7772515	1034487300	1034480800	m60_34_48_00	46.25	252.21	77.03	sweep_arena
7772516	1034487310	1034480800	m60_34_48_00	46.25	252.21	77.03	sweep_arena
7772534	1035437100	1034420800	m60_34_42_00	101.58	397.27	-42.53	sweep_arena
7772550	1035467700	14000850	m14_00_00_00	151.24	110.57	-222.99	sweep_arena
7772556	1035487100	1034480800	m60_34_48_00	46.25	252.21	77.03	sweep_arena
7772600	1036547100	1036540800	m60_36_54_00	100.63	1052.16	-41.76	sweep_arena
7772609	1037467400	1037460800	m60_37_46_00	-48.34	398.31	9.79	sweep_arena
7772629	1037497300	1036500800	m60_36_50_00	121.09	379.63	10.94	sweep_arena
7772707	1038547100	1037540810	m60_37_54_00	-33.39	856.8	-72.88	sweep_arena
7772709	1038547700	1037540810	m60_37_54_00	-33.39	856.8	-72.88	sweep_arena
7772714	1039417300	1038410800	m60_38_41_00	3.89	257.37	-124.93	sweep_arena
